Player,Nationality,Position,Team,Competition,Age,Born,Matches,Starts,Minutes,90s,Goals,Assists,G+A,G-PK,Penalty_Kicks_Made,Penalty_Kicks_Attempted,Yellow_Cards,Red_Cards,xG,npxG,xAG,npxG+xAG,Progressive_Carries,Progressive_Passes,Progressive_Passes_Received,Goals_per_90,Assists_Per_90,G+A_per_90,G-PK_per_90,G+A-PK_per_90,xG_per_90,xAG_per_90,xG+xAG_per_90,npxG_per_90,npxG+xAG_per_90,Shots,Shots_on_Target,Shots_on_Target_%,Shots_per_90,Shots_on_Target_per_90,Goals_per_Shot,Goals_per_Shot_on_Target,Distance,Free_Kicks,npxG_per_Shot,G-xG,npxG-xG,Passes_Completed,Passes_Attempted,Pass_Completion_%,Total_Pass_Distance,Total_Progressive_Distance,Short_Passes_Completed,Short_Passes_Attempted,Short_Pass_Completion_%,Medium_Passes_Completed,Medium_Passes_Attempted,Medium_Pass_Completion_%,Long_Passes_Completed,Long_Passes_Attempted,Long_Pass_Completion_%,xA,xA-xAG,Key_Passes,Final_Third_Passes,Passes_into_Penalty_Area,Crosses_into_Penalty_Area,Through_Balls,Switches,Crosses,Passes_Blocked,SCA,SCA_per_90,SCA_Pass_Live,SCA_Pass_Dead,SCA_Take_Ons,SCA_Shots,SCA_Fouled,SCA_Defense,GCA,GCA_per_90,GCA_Pass_Live,GCA_Pass_Dead,GCA_Take_Ons,GCA_Shots,GCA_Fouled,GCA_Defense,Tackles,Tackles_Won,Tackles_Defensive_3rd,Tackles_Middle_3rd,Tackles_Attacking_3rd,Dribblers_Tackled,Dribbles_Challenged,Dribblers_Tackled_%,Challenges_Lost,Blocks,Shots_Blocked,Interceptions,Tackles + Interceptions,Clearances,Errors,Touches,Touches_Defensive_Penalty_Area,Touches_Defensive_Third,Touches_Middle_Third,Touches_Attacking_Third,Touches_Attacking_Penalty_Area,Touches_Live_Ball,Take_Ons_Attempted,Take_Ons_Successful,Take_Ons_Success_%,Tackled_During_Take_On,Tackled_During_Take_On_%,Carries,Carries_Total_Distance,Carries_Progressive_Distance,Carries_Into_Final_3rd,Carries_Into_Penalty_Area,Miscontrols,Dispossessed,Passes_Received,Second_Yellow_Cards,Fouls_Committed,Fouls_Drawn,Offsides,Penalty_Kicks_Won,Penalty_Kicks_Conceded,Own_Goals,Ball_Recoveries,Aerial_Duels_Won,Aerial_Duels_Lost,Aerial_Duels_Won_%
Aimen Moueffek,FRA,MF,Saint-Étienne,Ligue 1,23,2001,9,5,433,4.8,0,0,0,0,0,0,0,0,0.7,0.7,0.2,0.9,5,14,6,0.0,0.0,0.0,0.0,0.0,0.15,0.03,0.18,0.15,0.18,5,2,40.0,1.04,0.42,0.0,0.0,17,0,0.14,-0.7,-0.7,145,165,87.9,2106,507,88,96,91.7,47,55,85.5,5,6,83.3,0.1,-0.2,2,18,0,0,0,0,0,1,6,1.25,4,0,1,1,0,0,1,0,1,0,0,0,0,0,9,5,1,7,1,2,10,20.0,8,6,3,2,11,14,0,234,21,54,142,42,6,234,10,3,30.0,7,70.0,120,467.0,216.0,1,1,16,1,139,0,7,1,2,0,0,0,25,7,7,50.0
Youssoufa Moukoko,GER,"FW,MF",Nice,Ligue 1,20,2004,6,2,179,2.0,2,1,3,2,0,0,0,0,2.2,2.2,0.8,3.0,2,4,10,1.01,0.5,1.51,1.01,1.51,1.08,0.4,1.49,1.08,1.49,5,2,40.0,2.51,1.01,0.4,1.0,9,0,0.44,-0.2,-0.2,27,34,79.4,374,128,17,19,89.5,6,9,66.7,2,2,100.0,0.2,0.2,5,2,1,1,0,0,1,0,5,2.49,4,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0.0,1,0,0,0,1,0,0,53,0,6,17,30,13,53,6,2,33.3,4,66.7,36,155.0,59.0,0,1,2,3,36,0,1,3,4,0,0,0,9,2,0,100.0
Steve Mounié,BEN,FW,Augsburg,Bundesliga,30,1994,7,1,199,2.2,0,0,0,0,0,0,0,0,0.9,0.9,0.0,0.9,3,5,18,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.39,0.39,0.39,9,3,33.3,4.07,1.36,0.0,0.0,11,0,0.1,-0.9,-0.9,33,56,58.9,497,88,15,27,55.6,15,21,71.4,2,3,66.7,0.0,0.0,0,1,0,0,0,0,1,2,3,1.36,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,1,0.0,1,1,1,0,2,2,0,82,2,6,37,39,13,82,4,1,25.0,3,75.0,41,174.0,45.0,2,1,7,3,61,0,6,3,1,0,0,0,6,11,14,44.0
Mason Mount,ENG,"MF,FW",Manchester Utd,Premier League,25,1999,3,2,145,1.6,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,1,4,4,0.0,0.0,0.0,0.0,0.0,0.24,0.07,0.3,0.24,0.3,2,2,100.0,1.24,1.24,0.0,0.0,13,0,0.19,-0.4,-0.4,32,44,72.7,408,109,20,24,83.3,10,14,71.4,0,3,0.0,0.0,-0.1,4,3,0,0,0,0,4,0,5,3.1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,3,0,4,5,80.0,1,3,0,0,5,0,0,60,0,8,28,24,6,60,2,0,0.0,2,100.0,35,201.0,53.0,1,0,3,4,42,0,4,2,0,0,0,0,3,1,2,33.3
Santiago Mouriño,URU,DF,Alavés,La Liga,22,2002,6,3,277,3.1,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,5,11,0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09,1,1,100.0,0.32,0.32,0.0,0.0,9,0,0.08,-0.1,-0.1,77,99,77.8,1405,681,35,41,85.4,34,40,85.0,8,12,66.7,0.1,-0.2,3,9,2,1,0,1,2,2,3,0.97,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,10,1,0,6,12,50.0,6,4,0,4,15,12,0,134,17,60,64,13,2,134,3,2,66.7,1,33.3,63,547.0,343.0,3,0,2,1,50,0,3,2,1,0,0,0,17,5,4,55.6
Louis Mouton,FRA,MF,Saint-Étienne,Ligue 1,22,2002,7,3,287,3.2,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.5,2,15,6,0.0,0.0,0.0,0.0,0.0,0.07,0.09,0.16,0.07,0.16,9,3,33.3,2.82,0.94,0.0,0.0,27,0,0.03,-0.2,-0.2,117,146,80.1,2174,666,57,67,85.1,44,52,84.6,15,21,71.4,0.3,-0.3,4,12,1,0,2,3,4,1,9,2.82,6,1,1,0,0,1,0,0,0,0,0,0,0,0,9,5,2,3,4,2,7,28.6,5,2,1,5,14,5,0,188,9,44,92,55,4,188,10,6,60.0,4,40.0,102,457.0,192.0,1,1,2,2,116,0,4,2,0,0,0,0,19,3,3,50.0
Mykhailo Mudryk,UKR,FW,Chelsea,Premier League,23,2001,7,1,151,1.7,0,0,0,0,0,0,0,0,0.3,0.3,1.0,1.2,7,5,12,0.0,0.0,0.0,0.0,0.0,0.15,0.58,0.73,0.15,0.73,1,1,100.0,0.6,0.6,0.0,0.0,11,0,0.25,-0.3,-0.3,28,42,66.7,431,165,17,24,70.8,10,15,66.7,1,2,50.0,0.5,-1.0,2,2,2,1,1,0,7,1,6,3.6,4,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0.0,0,3,1,0,2,1,0,62,3,12,15,38,6,62,8,3,37.5,5,62.5,39,468.0,227.0,8,0,3,7,42,0,2,2,1,0,0,0,9,2,4,33.3
Ngal'Ayel Mukau,COD,MF,Lille,Ligue 1,20,2004,7,3,332,3.7,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,7,23,6,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,1,0,0.0,0.27,0.0,0.0,0.0,26,0,0.01,0.0,0.0,200,218,91.7,3280,728,98,104,94.2,89,93,95.7,10,12,83.3,0.2,0.0,2,19,1,0,0,0,0,2,5,1.36,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,4,8,1,9,15,60.0,6,7,0,8,21,8,0,261,8,44,167,52,2,261,3,1,33.3,2,66.7,142,627.0,328.0,7,1,2,3,179,0,7,4,0,0,0,0,22,7,7,50.0
Nordi Mukiele,FRA,DF,Leverkusen,Bundesliga,27,1997,3,2,103,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,51,60,85.0,722,270,31,35,88.6,15,18,83.3,2,2,100.0,0.1,-0.1,1,5,0,0,0,0,2,1,1,0.87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,1,2,2,100.0,0,1,0,2,5,4,1,74,2,23,35,17,2,74,0,0,0.0,0,0.0,36,140.0,75.0,1,1,1,0,47,0,2,1,0,0,0,1,7,2,3,40.0
Thomas Müller,GER,MF,Bayern Munich,Bundesliga,35,1989,10,2,351,3.9,1,1,2,1,0,0,1,0,1.0,1.0,1.1,2.1,8,18,53,0.26,0.26,0.51,0.26,0.51,0.26,0.28,0.54,0.26,0.54,7,3,42.9,1.79,0.77,0.14,0.33,13,0,0.14,0.0,0.0,171,221,77.4,2593,603,100,114,87.7,52,71,73.2,12,19,63.2,1.6,-0.1,14,11,6,4,3,1,19,4,24,6.15,22,0,1,1,0,0,5,1,4,0,1,0,0,0,4,2,1,2,1,2,5,40.0,3,4,0,0,4,5,0,252,4,19,106,127,34,252,5,3,60.0,1,20.0,140,631.0,373.0,3,3,3,6,212,0,6,4,1,0,0,0,11,0,5,0.0
Abdul Mumin,GHA,DF,Rayo Vallecano,La Liga,26,1998,11,11,903,10.0,1,1,2,1,0,0,4,1,0.3,0.3,0.2,0.4,5,18,2,0.1,0.1,0.2,0.1,0.2,0.03,0.02,0.04,0.03,0.04,4,1,25.0,0.4,0.1,0.25,1.0,10,0,0.07,0.7,0.7,358,451,79.4,6965,3142,125,137,91.2,192,210,91.4,38,95,40.0,0.1,0.8,1,21,1,0,0,4,1,3,4,0.4,4,0,0,0,0,0,2,0,2,0,0,0,0,0,8,7,5,3,0,1,8,12.5,7,17,12,14,22,55,0,564,114,361,188,19,7,564,2,1,50.0,1,50.0,285,1536.0,713.0,4,2,9,0,318,0,13,6,0,0,0,0,41,15,17,46.9
Marshall Munetsi,ZIM,MF,Reims,Ligue 1,28,1996,10,10,893,9.9,3,0,3,3,0,0,3,0,2.9,2.9,0.4,3.3,5,15,25,0.3,0.0,0.3,0.3,0.3,0.29,0.04,0.33,0.29,0.33,20,7,35.0,2.02,0.71,0.15,0.43,12,0,0.15,0.1,0.1,143,192,74.5,2132,671,77,92,83.7,50,62,80.6,7,15,46.7,0.9,-0.4,7,9,2,1,0,0,5,4,22,2.22,15,0,0,3,3,1,2,0,1,0,0,1,0,0,18,10,12,2,4,11,20,55.0,9,13,3,9,27,15,0,297,18,68,140,91,38,297,6,3,50.0,3,50.0,112,410.0,147.0,3,1,12,2,160,0,10,21,1,0,0,0,31,21,19,52.5
Rodrigo Muniz,BRA,FW,Fulham,Premier League,23,2001,10,3,326,3.6,1,1,2,1,0,0,1,0,1.4,1.4,0.5,2.0,2,8,14,0.28,0.28,0.55,0.28,0.55,0.39,0.15,0.54,0.39,0.54,14,6,42.9,3.87,1.66,0.07,0.17,12,0,0.1,-0.4,-0.4,26,35,74.3,466,158,13,17,76.5,8,11,72.7,5,5,100.0,0.0,0.5,5,5,1,0,0,0,0,2,6,1.66,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,1,1,4,0,82,5,7,38,38,18,82,6,2,33.3,3,50.0,47,215.0,67.0,1,1,8,8,67,0,5,8,1,0,0,0,5,16,20,44.4
Aihen Muñoz,ESP,DF,Real Sociedad,La Liga,27,1997,5,2,212,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,8,11,5,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,81,114,71.1,1352,548,33,42,78.6,39,52,75.0,7,15,46.7,0.0,-0.1,1,10,1,1,0,0,7,1,3,1.27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,5,20.0,4,1,1,3,4,9,0,130,9,44,56,32,0,130,3,1,33.3,2,66.7,65,389.0,169.0,5,1,1,0,70,0,2,4,0,0,0,0,7,4,7,36.4
Álex Muñoz,ESP,DF,Las Palmas,La Liga,30,1994,11,10,860,9.6,3,0,3,3,0,0,1,0,0.7,0.7,0.4,1.2,8,31,30,0.31,0.0,0.31,0.31,0.31,0.07,0.05,0.12,0.07,0.12,7,5,71.4,0.73,0.52,0.43,0.6,12,0,0.1,2.3,2.3,443,539,82.2,7200,2528,209,232,90.1,209,247,84.6,21,40,52.5,0.6,-0.4,6,25,8,7,0,1,15,10,8,0.84,8,0,0,0,0,0,0,0,0,0,0,0,0,0,28,22,16,11,1,15,24,62.5,9,20,7,14,42,43,0,672,57,291,292,91,12,672,6,1,16.7,5,83.3,286,1194.0,684.0,4,0,6,1,385,0,18,7,1,0,1,0,21,13,18,41.9
Daniel Muñoz,COL,"DF,MF",Crystal Palace,Premier League,28,1996,11,11,903,10.0,0,1,1,0,0,0,4,0,1.3,1.3,1.5,2.8,16,26,71,0.0,0.1,0.1,0.0,0.1,0.13,0.15,0.27,0.13,0.27,10,3,30.0,1.0,0.3,0.0,0.0,13,0,0.13,-1.3,-1.3,350,465,75.3,5316,1410,197,239,82.4,133,165,80.6,13,33,39.4,0.6,-0.5,11,19,5,4,0,1,21,13,25,2.49,18,2,1,4,0,0,2,0,1,0,0,1,0,0,38,27,20,13,5,15,27,55.6,12,11,1,12,50,31,0,619,34,157,266,204,33,619,18,7,38.9,10,55.6,255,1320.0,512.0,11,5,21,7,327,0,19,4,5,0,0,0,51,25,19,56.8
Iker Muñoz,ESP,MF,Osasuna,La Liga,22,2002,3,1,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,24,34,70.6,385,138,15,16,93.8,6,10,60.0,2,4,50.0,0.0,0.0,0,5,0,0,0,0,1,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,1,0,38,1,3,29,6,0,38,1,1,100.0,0,0.0,17,85.0,38.0,1,0,0,1,24,0,0,2,0,0,0,0,1,1,2,33.3
Javier Muñoz,ESP,MF,Las Palmas,La Liga,29,1995,13,8,795,8.8,0,1,1,0,0,0,1,0,0.4,0.4,0.8,1.2,9,37,29,0.0,0.11,0.11,0.0,0.11,0.05,0.09,0.14,0.05,0.14,7,3,42.9,0.79,0.34,0.0,0.0,19,0,0.06,-0.4,-0.4,336,423,79.4,5504,1442,173,201,86.1,121,142,85.2,30,54,55.6,0.7,0.2,10,38,10,4,2,4,12,12,15,1.7,14,0,1,0,0,0,2,0,2,0,0,0,0,0,18,13,7,8,3,7,17,41.2,10,10,0,9,27,12,1,490,12,98,317,79,8,490,13,8,61.5,4,30.8,271,1356.0,496.0,10,1,7,4,365,0,10,10,0,0,0,0,36,3,7,30.0
Murillo,BRA,DF,Nott'Ham Forest,Premier League,22,2002,11,11,990,11.0,1,0,1,1,0,0,1,0,0.5,0.5,0.8,1.3,9,34,2,0.09,0.0,0.09,0.09,0.09,0.04,0.07,0.12,0.04,0.12,9,3,33.3,0.82,0.27,0.11,0.33,21,1,0.05,0.5,0.5,357,450,79.3,6566,2837,158,173,91.3,153,178,86.0,37,81,45.7,0.5,-0.8,7,33,4,0,3,8,1,2,14,1.27,10,1,0,2,0,1,1,0,1,0,0,0,0,0,13,8,9,3,1,9,19,47.4,10,17,13,6,19,67,1,576,133,296,242,41,8,576,14,11,78.6,3,21.4,251,1313.0,863.0,11,0,4,5,300,0,8,1,0,0,1,0,35,11,9,55.0
Vedat Muriqi,KVX,FW,Mallorca,La Liga,30,1994,10,8,765,8.5,2,1,3,2,0,0,1,0,3.0,3.0,0.6,3.6,7,16,40,0.24,0.12,0.35,0.24,0.35,0.35,0.07,0.43,0.35,0.43,24,9,37.5,2.82,1.06,0.08,0.22,10,0,0.13,-1.0,-1.0,117,196,59.7,1718,432,68,91,74.7,34,66,51.5,7,13,53.8,0.6,0.4,11,10,3,0,1,1,8,11,21,2.47,15,0,1,4,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,4,4,16,0,279,17,28,123,131,50,279,11,3,27.3,8,72.7,133,597.0,180.0,3,3,16,10,224,0,12,16,5,0,0,0,19,60,40,60.0
Jacob Murphy,ENG,FW,Newcastle Utd,Premier League,29,1995,9,6,496,5.5,0,2,2,0,0,0,1,0,0.3,0.3,1.4,1.7,15,27,42,0.0,0.36,0.36,0.0,0.36,0.06,0.25,0.31,0.06,0.31,7,3,42.9,1.27,0.54,0.0,0.0,19,0,0.05,-0.3,-0.3,152,211,72.0,2469,777,87,107,81.3,56,68,82.4,9,24,37.5,1.2,0.6,7,17,8,1,2,2,14,9,17,3.08,13,3,0,0,1,0,3,0,3,0,0,0,0,0,8,6,4,3,1,5,9,55.6,4,7,0,2,10,2,0,260,1,39,105,119,12,260,12,4,33.3,8,66.7,159,970.0,543.0,7,5,6,9,179,0,3,1,2,0,0,0,21,1,4,20.0
Yunus Musah,USA,"MF,DF",Milan,Serie A,22,2002,9,2,296,3.3,0,1,1,0,0,0,0,0,0.3,0.3,0.7,1.0,12,22,4,0.0,0.3,0.3,0.0,0.3,0.08,0.21,0.29,0.08,0.29,9,0,0.0,2.74,0.0,0.0,0.0,24,0,0.03,-0.3,-0.3,169,182,92.9,3173,800,61,63,96.8,94,99,94.9,14,18,77.8,0.5,0.3,9,19,5,5,0,2,5,2,13,3.94,9,0,2,2,0,0,1,0,1,0,0,0,0,0,7,6,3,2,2,1,1,100.0,0,2,0,3,10,2,1,215,8,39,121,62,3,215,8,5,62.5,2,25.0,146,1093.0,578.0,10,2,6,3,171,0,6,1,0,0,0,0,13,0,3,0.0
Jamal Musiala,GER,MF,Bayern Munich,Bundesliga,21,2003,8,8,610,6.8,5,1,6,5,0,0,2,0,3.5,3.5,1.5,5.0,19,37,55,0.74,0.15,0.89,0.74,0.89,0.51,0.23,0.74,0.51,0.74,25,8,32.0,3.69,1.18,0.2,0.63,15,0,0.14,1.5,1.5,267,321,83.2,3868,1067,158,178,88.8,87,101,86.1,13,15,86.7,2.5,-0.5,13,25,13,0,4,0,2,12,34,5.02,23,1,7,0,2,1,3,0,1,0,1,0,0,1,11,7,2,6,3,1,7,14.3,6,6,0,5,16,3,0,426,1,27,210,197,50,426,44,22,50.0,20,45.5,272,1447.0,741.0,16,5,19,7,343,0,9,18,0,0,0,0,23,2,2,50.0
Florent Muslija,KVX,"FW,MF",Freiburg,Bundesliga,26,1998,7,0,130,1.4,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,5,7,13,0.0,0.0,0.0,0.0,0.0,0.18,0.21,0.39,0.18,0.39,3,2,66.7,2.08,1.38,0.0,0.0,20,1,0.09,-0.3,-0.3,55,79,69.6,895,222,27,36,75.0,22,28,78.6,4,11,36.4,0.3,-0.3,3,1,2,0,1,0,12,1,7,4.88,6,1,0,0,0,0,1,0,1,0,0,0,0,0,4,3,3,0,1,2,2,100.0,0,0,0,1,5,1,0,97,3,14,33,50,3,97,4,3,75.0,1,25.0,68,355.0,181.0,7,2,6,0,71,0,0,1,0,0,0,0,8,0,1,0.0
Kingstone Mutandwa,ZAM,"MF,FW",Cagliari,Serie A,21,2003,2,0,47,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.58,0.58,0.58,3,0,0.0,5.74,0.0,0.0,0.0,19,0,0.1,-0.3,-0.3,9,13,69.2,123,2,7,9,77.8,2,3,66.7,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,19,0,2,8,9,1,19,1,0,0.0,1,100.0,11,101.0,14.0,0,0,2,0,14,0,2,0,0,0,0,0,3,1,0,100.0
Junior Mwanga,FRA,MF,Strasbourg,Ligue 1,21,2003,7,2,231,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,98,108,90.7,1495,442,53,57,93.0,37,39,94.9,6,8,75.0,0.0,0.0,1,9,0,0,0,1,0,1,2,0.78,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,9,3,1,5,7,71.4,2,1,0,2,15,1,0,131,6,47,79,9,1,131,6,2,33.3,4,66.7,75,344.0,89.0,2,0,5,3,86,0,4,0,0,0,0,0,12,2,0,100.0
Phillipp Mwene,AUT,DF,Mainz 05,Bundesliga,30,1994,10,10,888,9.9,0,3,3,0,0,0,1,0,0.2,0.2,0.8,1.0,28,29,47,0.0,0.3,0.3,0.0,0.3,0.02,0.08,0.1,0.02,0.1,7,1,14.3,0.71,0.1,0.0,0.0,21,0,0.03,-0.2,-0.2,300,402,74.6,5261,1800,137,156,87.8,125,162,77.2,32,59,54.2,1.7,2.2,9,21,17,9,1,0,33,12,26,2.64,20,4,0,0,1,1,6,0,5,1,0,0,0,0,16,9,7,7,2,4,9,44.4,5,9,2,11,27,19,0,505,26,112,213,186,13,505,24,13,54.2,9,37.5,253,1753.0,824.0,18,5,17,5,299,0,5,4,1,0,0,0,33,5,8,38.5
Vitaliy Mykolenko,UKR,DF,Everton,Premier League,25,1999,9,9,745,8.3,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.3,7,28,20,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,4,0,0.0,0.48,0.0,0.0,0.0,23,0,0.02,-0.1,-0.1,258,344,75.0,4167,1536,128,143,89.5,108,144,75.0,15,41,36.6,0.3,-0.3,5,25,6,4,0,0,22,7,10,1.21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,9,3,0,6,11,54.5,5,5,2,7,19,32,1,410,33,144,182,87,7,410,5,1,20.0,3,60.0,171,630.0,334.0,5,0,3,1,204,0,6,10,0,0,0,0,32,12,11,52.2
Joakim Mæhle,DEN,DF,Wolfsburg,Bundesliga,27,1997,5,3,213,2.4,1,1,2,1,0,0,1,0,0.2,0.2,0.1,0.3,7,12,9,0.42,0.42,0.85,0.42,0.85,0.1,0.02,0.12,0.1,0.12,4,3,75.0,1.69,1.27,0.25,0.33,17,0,0.06,0.8,0.8,100,126,79.4,1561,524,46,51,90.2,49,58,84.5,3,9,33.3,0.2,0.9,1,8,2,0,0,0,1,5,2,0.85,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0,1,0,2,3,4,0,148,4,37,67,46,8,148,6,4,66.7,2,33.3,86,420.0,242.0,7,2,2,1,93,0,0,2,0,0,0,0,8,0,2,0.0
Obite N'Dicka,CIV,DF,Roma,Serie A,25,1999,12,12,1080,12.0,0,1,1,0,0,0,0,0,0.4,0.4,0.3,0.7,11,38,3,0.0,0.08,0.08,0.0,0.08,0.04,0.02,0.06,0.04,0.06,6,2,33.3,0.5,0.17,0.0,0.0,11,0,0.07,-0.4,-0.4,830,876,94.7,15839,4978,272,280,97.1,484,500,96.8,66,85,77.6,0.1,0.7,3,28,1,0,0,1,0,2,12,1.0,12,0,0,0,0,0,1,0,1,0,0,0,0,0,14,12,7,7,0,8,9,88.9,1,18,13,15,29,39,1,981,97,444,512,31,10,981,2,0,0.0,1,50.0,627,3682.0,1735.0,7,0,4,3,707,0,16,12,1,0,0,0,61,22,26,45.8
Nathan N'Goumou,FRA,FW,Gladbach,Bundesliga,24,2000,7,2,241,2.7,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,9,3,22,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,9,6,66.7,3.36,2.24,0.0,0.0,17,0,0.06,-0.6,-0.6,47,69,68.1,624,76,29,40,72.5,15,20,75.0,1,4,25.0,0.0,0.0,0,3,1,1,0,0,6,3,5,1.87,2,0,2,1,0,0,0,0,0,0,0,0,0,0,5,5,3,1,1,2,4,50.0,2,5,0,2,7,3,0,110,3,19,34,60,15,110,8,3,37.5,3,37.5,63,468.0,302.0,6,5,3,3,73,0,2,4,7,0,0,0,7,2,5,28.6
Stanley N'Soki,FRA,DF,Hoffenheim,Bundesliga,25,1999,4,3,192,2.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,3,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,147,169,87.0,2725,1049,62,67,92.5,68,76,89.5,17,24,70.8,0.0,0.0,1,10,1,0,0,1,0,3,1,0.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,1,0,3,4,75.0,1,4,2,4,8,7,0,192,18,83,98,11,0,192,2,0,0.0,2,100.0,106,480.0,259.0,1,0,1,0,124,0,3,2,0,0,0,0,17,8,2,80.0
Mickael Nade,FRA,DF,Saint-Étienne,Ligue 1,25,1999,7,6,596,6.6,1,0,1,1,0,0,1,0,0.7,0.7,0.0,0.7,8,18,0,0.15,0.0,0.15,0.15,0.15,0.1,0.01,0.11,0.1,0.11,2,1,50.0,0.3,0.15,0.5,1.0,7,0,0.33,0.3,0.3,285,328,86.9,5612,1537,90,97,92.8,159,170,93.5,33,56,58.9,0.1,0.0,2,22,2,0,0,1,0,0,4,0.6,1,0,0,0,1,2,1,0,0,0,0,0,1,0,21,15,13,8,0,10,10,100.0,0,12,4,8,29,26,2,411,75,213,188,15,4,411,3,0,0.0,3,100.0,199,906.0,558.0,4,0,7,1,248,0,5,12,0,1,0,0,31,5,2,71.4
Mahamadou Nagida,CMR,"DF,MF",Rennes,Ligue 1,19,2005,4,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,7,4,3,0.0,0.0,0.0,0.0,0.0,0.07,0.28,0.35,0.07,0.35,2,1,50.0,4.39,2.2,0.0,0.0,20,0,0.02,0.0,0.0,26,32,81.3,417,139,12,14,85.7,7,11,63.6,4,4,100.0,0.1,-0.1,1,2,1,1,0,1,6,1,5,10.47,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,100.0,0,1,0,2,3,0,0,39,0,3,14,25,1,39,2,1,50.0,0,0.0,25,269.0,192.0,4,1,1,0,26,0,0,2,0,0,0,0,5,0,0,0.0
Keito Nakamura,JPN,FW,Reims,Ligue 1,24,2000,11,10,838,9.3,6,1,7,6,0,0,2,0,2.7,2.7,0.8,3.5,28,27,56,0.64,0.11,0.75,0.64,0.75,0.29,0.08,0.38,0.29,0.38,26,9,34.6,2.79,0.97,0.23,0.67,15,0,0.11,3.3,3.3,165,225,73.3,2782,672,88,106,83.0,55,74,74.3,16,25,64.0,0.8,0.2,5,11,11,3,2,6,15,7,19,2.04,12,1,2,4,0,0,5,0,2,0,1,2,0,0,12,9,4,5,3,5,10,50.0,5,9,0,5,17,4,0,338,5,65,131,147,37,338,23,10,43.5,13,56.5,206,1239.0,665.0,13,10,19,13,227,0,11,3,4,0,0,0,41,3,5,37.5
